plot_id,image_file_name,run_id,camera_sn,absolute_sensor_longitude,absolute_sensor_latitude,sampling_time_utc,sampling_date,AWNS,plot_name,rep
17ASH10009,0671720440_20170510_091940_IMG_0557.JPG,phemu_20170510_144610_20170510_163153,CAM_0671720440,-96.6199255728,39.1329667608,15:23:44,2017-05-10,AWNED,CUSTER,1
17ASH10009,0671720440_20170510_091940_IMG_0559.JPG,phemu_20170510_144610_20170510_163153,CAM_0671720440,-96.6199248643,39.1329586017,15:23:45,2017-05-10,AWNED,CUSTER,1
17ASH10009,3671510201_20170510_100732_IMG_1333.JPG,phemu_20170510_144610_20170510_163153,CAM_3671510201,-96.6199251684,39.1329574727,15:23:46,2017-05-10,AWNED,CUSTER,1
17ASH10009,3671509273_20170510_100718_IMG_1328.JPG,phemu_20170510_144610_20170510_163153,CAM_3671509273,-96.6199255674,39.1329679499,15:23:44,2017-05-10,AWNED,CUSTER,1
17ASH10009,3671509273_20170510_100718_IMG_1329.JPG,phemu_20170510_144610_20170510_163153,CAM_3671509273,-96.6199257927,39.1329640083,15:23:44,2017-05-10,AWNED,CUSTER,1
17ASH10009,3671509273_20170510_100718_IMG_1331.JPG,phemu_20170510_144610_20170510_163153,CAM_3671509273,-96.6199248746,39.1329555476,15:23:46,2017-05-10,AWNED,CUSTER,1
17ASH10010,3671509273_20170510_100718_IMG_1828.JPG,phemu_20170510_144610_20170510_163153,CAM_3671509273,-96.6199466193,39.1329676683,15:30:30,2017-05-10,AWNED,TAM-W-101,1
17ASH10010,3671509273_20170510_100718_IMG_1826.JPG,phemu_20170510_144610_20170510_163153,CAM_3671509273,-96.619946212,39.1329594973,15:30:28,2017-05-10,AWNED,TAM-W-101,1
17ASH10010,3671510201_20170510_100732_IMG_1828.JPG,phemu_20170510_144610_20170510_163153,CAM_3671510201,-96.6199461269,39.1329572161,15:30:28,2017-05-10,AWNED,TAM-W-101,1
17ASH10010,3671510201_20170510_100732_IMG_1829.JPG,phemu_20170510_144610_20170510_163153,CAM_3671510201,-96.6199463524,39.1329611669,15:30:29,2017-05-10,AWNED,TAM-W-101,1
17ASH10010,3671509273_20170510_100718_IMG_1827.JPG,phemu_20170510_144610_20170510_163153,CAM_3671509273,-96.6199468579,39.1329633305,15:30:29,2017-05-10,AWNED,TAM-W-101,1
17ASH10010,3671509273_20170510_100718_IMG_1825.JPG,phemu_20170510_144610_20170510_163153,CAM_3671509273,-96.6199462115,39.1329553889,15:30:28,2017-05-10,AWNED,TAM-W-101,1
17ASH10010,0671720440_20170510_091940_IMG_1055.JPG,phemu_20170510_144610_20170510_163153,CAM_0671720440,-96.6199462243,39.1329605066,15:30:29,2017-05-10,AWNED,TAM-W-101,1
17ASH10010,0671720440_20170510_091940_IMG_1056.JPG,phemu_20170510_144610_20170510_163153,CAM_0671720440,-96.6199464471,39.1329645384,15:30:29,2017-05-10,AWNED,TAM-W-101,1
17ASH10010,3671510201_20170510_100732_IMG_1830.JPG,phemu_20170510_144610_20170510_163153,CAM_3671510201,-96.6199459367,39.1329656091,15:30:30,2017-05-10,AWNED,TAM-W-101,1
17ASH10010,0671720440_20170510_091940_IMG_1054.JPG,phemu_20170510_144610_20170510_163153,CAM_0671720440,-96.6199462095,39.132956479,15:30:28,2017-05-10,AWNED,TAM-W-101,1
17ASH10010,0671720440_20170510_091940_IMG_1057.JPG,phemu_20170510_144610_20170510_163153,CAM_0671720440,-96.6199467204,39.1329687875,15:30:30,2017-05-10,AWNED,TAM-W-101,1
17ASH10011,0671720440_20170510_091940_IMG_1134.JPG,phemu_20170510_144610_20170510_163153,CAM_0671720440,-96.6199669618,39.1329565066,15:31:33,2017-05-10,AWNED,DUSTER,1
17ASH10011,3671509273_20170510_100718_IMG_1906.JPG,phemu_20170510_144610_20170510_163153,CAM_3671509273,-96.6199670712,39.1329532564,15:31:33,2017-05-10,AWNED,DUSTER,1
17ASH10011,3671510201_20170510_100732_IMG_1907.JPG,phemu_20170510_144610_20170510_163153,CAM_3671510201,-96.6199670296,39.1329596433,15:31:32,2017-05-10,AWNED,DUSTER,1
17ASH10011,0671720440_20170510_091940_IMG_1133.JPG,phemu_20170510_144610_20170510_163153,CAM_0671720440,-96.6199669415,39.1329605424,15:31:32,2017-05-10,AWNED,DUSTER,1
17ASH10011,3671510201_20170510_100732_IMG_1906.JPG,phemu_20170510_144610_20170510_163153,CAM_3671510201,-96.6199674459,39.1329637692,15:31:31,2017-05-10,AWNED,DUSTER,1
17ASH10011,3671509273_20170510_100718_IMG_1903.JPG,phemu_20170510_144610_20170510_163153,CAM_3671509273,-96.6199676524,39.1329658816,15:31:31,2017-05-10,AWNED,DUSTER,1
17ASH10011,0671720440_20170510_091940_IMG_1132.JPG,phemu_20170510_144610_20170510_163153,CAM_0671720440,-96.6199675531,39.1329647083,15:31:31,2017-05-10,AWNED,DUSTER,1
17ASH10011,3671510201_20170510_100732_IMG_1908.JPG,phemu_20170510_144610_20170510_163153,CAM_3671510201,-96.6199670447,39.1329554181,15:31:33,2017-05-10,AWNED,DUSTER,1
17ASH10011,3671509273_20170510_100718_IMG_1904.JPG,phemu_20170510_144610_20170510_163153,CAM_3671509273,-96.6199668215,39.1329617022,15:31:32,2017-05-10,AWNED,DUSTER,1
17ASH10011,3671509273_20170510_100718_IMG_1905.JPG,phemu_20170510_144610_20170510_163153,CAM_3671509273,-96.619967208,39.132957782,15:31:33,2017-05-10,AWNED,DUSTER,1
17ASH10013,3671509273_20170510_100718_IMG_2431.JPG,phemu_20170510_144610_20170510_163153,CAM_3671509273,-96.6199848034,39.1329378519,15:38:40,2017-05-10,AWNED,MTS0531,1
17ASH10013,0671720440_20170510_091940_IMG_1657.JPG,phemu_20170510_144610_20170510_163153,CAM_0671720440,-96.619984833,39.1329276988,15:38:38,2017-05-10,AWNED,MTS0531,1
17ASH10013,3671510201_20170510_100732_IMG_2433.JPG,phemu_20170510_144610_20170510_163153,CAM_3671510201,-96.6199851041,39.1329364796,15:38:40,2017-05-10,AWNED,MTS0531,1
17ASH10013,3671510201_20170510_100732_IMG_2431.JPG,phemu_20170510_144610_20170510_163153,CAM_3671510201,-96.6199847102,39.1329289396,15:38:38,2017-05-10,AWNED,MTS0531,1
17ASH10013,3671509273_20170510_100718_IMG_2429.JPG,phemu_20170510_144610_20170510_163153,CAM_3671509273,-96.619984805,39.1329305902,15:38:38,2017-05-10,AWNED,MTS0531,1
17ASH10013,3671509273_20170510_100718_IMG_2428.JPG,phemu_20170510_144610_20170510_163153,CAM_3671509273,-96.619984519,39.1329270617,15:38:38,2017-05-10,AWNED,MTS0531,1
17ASH10013,0671720440_20170510_091940_IMG_1658.JPG,phemu_20170510_144610_20170510_163153,CAM_0671720440,-96.6199849408,39.1329317102,15:38:39,2017-05-10,AWNED,MTS0531,1
17ASH10013,3671510201_20170510_100732_IMG_2432.JPG,phemu_20170510_144610_20170510_163153,CAM_3671510201,-96.6199850356,39.1329326762,15:38:39,2017-05-10,AWNED,MTS0531,1
17ASH10013,3671510201_20170510_100732_IMG_2430.JPG,phemu_20170510_144610_20170510_163153,CAM_3671510201,-96.6199843001,39.1329253184,15:38:37,2017-05-10,AWNED,MTS0531,1
17ASH10013,0671720440_20170510_091940_IMG_1659.JPG,phemu_20170510_144610_20170510_163153,CAM_0671720440,-96.6199849026,39.1329352502,15:38:39,2017-05-10,AWNED,MTS0531,1
17ASH10013,3671509273_20170510_100718_IMG_2430.JPG,phemu_20170510_144610_20170510_163153,CAM_3671509273,-96.6199849031,39.1329342051,15:38:39,2017-05-10,AWNED,MTS0531,1
17ASH10014,3671510201_20170510_100732_IMG_1914.JPG,phemu_20170510_144610_20170510_163153,CAM_3671510201,-96.6199658723,39.1329301224,15:31:38,2017-05-10,AWNED,LINDON,1
17ASH10014,3671509273_20170510_100718_IMG_1911.JPG,phemu_20170510_144610_20170510_163153,CAM_3671509273,-96.619965888,39.1329320597,15:31:37,2017-05-10,AWNED,LINDON,1
17ASH10014,3671510201_20170510_100732_IMG_1915.JPG,phemu_20170510_144610_20170510_163153,CAM_3671510201,-96.6199659987,39.132926368,15:31:39,2017-05-10,AWNED,LINDON,1
17ASH10014,3671509273_20170510_100718_IMG_1910.JPG,phemu_20170510_144610_20170510_163153,CAM_3671509273,-96.6199668008,39.1329362138,15:31:37,2017-05-10,AWNED,LINDON,1
17ASH10014,0671720440_20170510_091940_IMG_1141.JPG,phemu_20170510_144610_20170510_163153,CAM_0671720440,-96.6199658978,39.1329273029,15:31:38,2017-05-10,AWNED,LINDON,1
17ASH10014,0671720440_20170510_091940_IMG_1139.JPG,phemu_20170510_144610_20170510_163153,CAM_0671720440,-96.6199666987,39.1329351215,15:31:37,2017-05-10,AWNED,LINDON,1
17ASH10014,3671510201_20170510_100732_IMG_1913.JPG,phemu_20170510_144610_20170510_163153,CAM_3671510201,-96.619966402,39.1329343136,15:31:37,2017-05-10,AWNED,LINDON,1
17ASH10014,0671720440_20170510_091940_IMG_1140.JPG,phemu_20170510_144610_20170510_163153,CAM_0671720440,-96.6199658793,39.1329309424,15:31:38,2017-05-10,AWNED,LINDON,1
17ASH10014,3671509273_20170510_100718_IMG_1912.JPG,phemu_20170510_144610_20170510_163153,CAM_3671509273,-96.6199657957,39.1329282738,15:31:38,2017-05-10,AWNED,LINDON,1
17ASH10015,3671510201_20170510_100732_IMG_1822.JPG,phemu_20170510_144610_20170510_163153,CAM_3671510201,-96.6199449542,39.1329326141,15:30:23,2017-05-10,AWNED,BURCHETT,1
17ASH10015,0671720440_20170510_091940_IMG_1049.JPG,phemu_20170510_144610_20170510_163153,CAM_0671720440,-96.6199453838,39.1329356591,15:30:24,2017-05-10,AWNED,BURCHETT,1
17ASH10015,3671509273_20170510_100718_IMG_1818.JPG,phemu_20170510_144610_20170510_163153,CAM_3671509273,-96.6199456061,39.1329266541,15:30:22,2017-05-10,AWNED,BURCHETT,1
17ASH10015,0671720440_20170510_091940_IMG_1047.JPG,phemu_20170510_144610_20170510_163153,CAM_0671720440,-96.6199456996,39.1329276561,15:30:22,2017-05-10,AWNED,BURCHETT,1
17ASH10015,3671510201_20170510_100732_IMG_1823.JPG,phemu_20170510_144610_20170510_163153,CAM_3671510201,-96.6199454569,39.1329365796,15:30:24,2017-05-10,AWNED,BURCHETT,1
17ASH10015,3671509273_20170510_100718_IMG_1820.JPG,phemu_20170510_144610_20170510_163153,CAM_3671509273,-96.6199450502,39.1329345711,15:30:23,2017-05-10,AWNED,BURCHETT,1
17ASH10015,3671509273_20170510_100718_IMG_1821.JPG,phemu_20170510_144610_20170510_163153,CAM_3671509273,-96.6199457203,39.1329387202,15:30:24,2017-05-10,AWNED,BURCHETT,1
17ASH10015,0671720440_20170510_091940_IMG_1048.JPG,phemu_20170510_144610_20170510_163153,CAM_0671720440,-96.6199453779,39.1329317128,15:30:23,2017-05-10,AWNED,BURCHETT,1
17ASH10015,3671510201_20170510_100732_IMG_1821.JPG,phemu_20170510_144610_20170510_163153,CAM_3671510201,-96.6199455926,39.1329284287,15:30:22,2017-05-10,AWNED,BURCHETT,1
17ASH10015,3671509273_20170510_100718_IMG_1819.JPG,phemu_20170510_144610_20170510_163153,CAM_3671509273,-96.6199455761,39.1329306357,15:30:23,2017-05-10,AWNED,BURCHETT,1
17ASH10016,0671720440_20170510_091940_IMG_0564.JPG,phemu_20170510_144610_20170510_163153,CAM_0671720440,-96.6199249415,39.1329377641,15:23:50,2017-05-10,AWNED,SY-GOLD,1
17ASH10016,0671720440_20170510_091940_IMG_0565.JPG,phemu_20170510_144610_20170510_163153,CAM_0671720440,-96.6199251446,39.1329337951,15:23:50,2017-05-10,AWNED,SY-GOLD,1
17ASH10016,0671720440_20170510_091940_IMG_0567.JPG,phemu_20170510_144610_20170510_163153,CAM_0671720440,-96.6199244188,39.1329258068,15:23:52,2017-05-10,AWNED,SY-GOLD,1
17ASH10016,3671509273_20170510_100718_IMG_1337.JPG,phemu_20170510_144610_20170510_163153,CAM_3671509273,-96.6199246073,39.132930856,15:23:51,2017-05-10,AWNED,SY-GOLD,1
17ASH10016,3671510201_20170510_100732_IMG_1338.JPG,phemu_20170510_144610_20170510_163153,CAM_3671510201,-96.6199250545,39.1329368114,15:23:50,2017-05-10,AWNED,SY-GOLD,1
17ASH10016,0671720440_20170510_091940_IMG_0566.JPG,phemu_20170510_144610_20170510_163153,CAM_0671720440,-96.61992455,39.1329298097,15:23:51,2017-05-10,AWNED,SY-GOLD,1
17ASH10016,3671509273_20170510_100718_IMG_1338.JPG,phemu_20170510_144610_20170510_163153,CAM_3671509273,-96.6199247277,39.1329269393,15:23:52,2017-05-10,AWNED,SY-GOLD,1
17ASH10016,3671510201_20170510_100732_IMG_1341.JPG,phemu_20170510_144610_20170510_163153,CAM_3671510201,-96.6199245397,39.13292462,15:23:52,2017-05-10,AWNED,SY-GOLD,1
17ASH10016,3671510201_20170510_100732_IMG_1340.JPG,phemu_20170510_144610_20170510_163153,CAM_3671510201,-96.619924737,39.1329287234,15:23:51,2017-05-10,AWNED,SY-GOLD,1
17ASH10016,3671510201_20170510_100732_IMG_1339.JPG,phemu_20170510_144610_20170510_163153,CAM_3671510201,-96.6199249519,39.1329329893,15:23:51,2017-05-10,AWNED,SY-GOLD,1
17ASH10016,3671509273_20170510_100718_IMG_1336.JPG,phemu_20170510_144610_20170510_163153,CAM_3671509273,-96.6199252481,39.1329348423,15:23:50,2017-05-10,AWNED,SY-GOLD,1
17ASH10017,0671720440_20170510_091940_IMG_0491.JPG,phemu_20170510_144610_20170510_163153,CAM_0671720440,-96.6199049047,39.1329292011,15:22:50,2017-05-10,AWNED,EVEREST,1
17ASH10017,0671720440_20170510_091940_IMG_0492.JPG,phemu_20170510_144610_20170510_163153,CAM_0671720440,-96.6199051254,39.1329326112,15:22:51,2017-05-10,AWNED,EVEREST,1
17ASH10017,3671510201_20170510_100732_IMG_1266.JPG,phemu_20170510_144610_20170510_163153,CAM_3671510201,-96.6199051352,39.1329336926,15:22:51,2017-05-10,AWNED,EVEREST,1
17ASH10017,3671510201_20170510_100732_IMG_1267.JPG,phemu_20170510_144610_20170510_163153,CAM_3671510201,-96.6199052232,39.1329372622,15:22:52,2017-05-10,AWNED,EVEREST,1
17ASH10017,3671509273_20170510_100718_IMG_1265.JPG,phemu_20170510_144610_20170510_163153,CAM_3671509273,-96.6199053062,39.132939264,15:22:52,2017-05-10,AWNED,EVEREST,1
17ASH10017,3671509273_20170510_100718_IMG_1262.JPG,phemu_20170510_144610_20170510_163153,CAM_3671509273,-96.6199049071,39.132928102,15:22:50,2017-05-10,AWNED,EVEREST,1
17ASH10017,0671720440_20170510_091940_IMG_0493.JPG,phemu_20170510_144610_20170510_163153,CAM_0671720440,-96.6199052246,39.1329361901,15:22:52,2017-05-10,AWNED,EVEREST,1
17ASH10017,3671509273_20170510_100718_IMG_1264.JPG,phemu_20170510_144610_20170510_163153,CAM_3671509273,-96.6199051214,39.1329354762,15:22:52,2017-05-10,AWNED,EVEREST,1
17ASH10017,3671509273_20170510_100718_IMG_1263.JPG,phemu_20170510_144610_20170510_163153,CAM_3671509273,-96.6199052034,39.1329316668,15:22:51,2017-05-10,AWNED,EVEREST,1
17ASH10017,3671510201_20170510_100732_IMG_1265.JPG,phemu_20170510_144610_20170510_163153,CAM_3671510201,-96.6199049973,39.1329298877,15:22:50,2017-05-10,AWNED,EVEREST,1
17ASH10019,3671510201_20170510_100732_IMG_0531.JPG,phemu_20170510_144610_20170510_163153,CAM_3671510201,-96.6198666216,39.1329344824,15:12:53,2017-05-10,AWNED,OK08328,1
17ASH10019,3671510201_20170510_100732_IMG_0529.JPG,phemu_20170510_144610_20170510_163153,CAM_3671510201,-96.6198656525,39.1329271919,15:12:52,2017-05-10,AWNED,OK08328,1
17ASH10019,3671509273_20170510_100718_IMG_0529.JPG,phemu_20170510_144610_20170510_163153,CAM_3671509273,-96.6198666284,39.1329356538,15:12:54,2017-05-10,AWNED,OK08328,1
17ASH10019,3671509273_20170510_100718_IMG_0528.JPG,phemu_20170510_144610_20170510_163153,CAM_3671509273,-96.6198666578,39.1329320325,15:12:53,2017-05-10,AWNED,OK08328,1
17ASH10019,3671510201_20170510_100732_IMG_0532.JPG,phemu_20170510_144610_20170510_163153,CAM_3671510201,-96.6198662116,39.1329380688,15:12:54,2017-05-10,AWNED,OK08328,1
17ASH10019,3671509273_20170510_100718_IMG_0527.JPG,phemu_20170510_144610_20170510_163153,CAM_3671509273,-96.6198657971,39.1329283931,15:12:52,2017-05-10,AWNED,OK08328,1
17ASH10019,3671510201_20170510_100732_IMG_0530.JPG,phemu_20170510_144610_20170510_163153,CAM_3671510201,-96.6198660815,39.1329305973,15:12:52,2017-05-10,AWNED,OK08328,1
17ASH10020,3671509273_20170510_100718_IMG_0030.JPG,phemu_20170510_144610_20170510_163153,CAM_3671509273,-96.6198469291,39.1329332152,15:06:07,2017-05-10,AWNED,NORRIS,1
17ASH10020,0671720440_20170510_090915_IMG_0027.JPG,phemu_20170510_144610_20170510_163153,CAM_0671720440,-96.6198477193,39.1329344836,15:06:07,2017-05-10,AWNED,NORRIS,1
17ASH10020,0671720440_20170510_090915_IMG_0026.JPG,phemu_20170510_144610_20170510_163153,CAM_0671720440,-96.619847716,39.1329383577,15:06:06,2017-05-10,AWNED,NORRIS,1
17ASH10020,3671510201_20170510_100732_IMG_0034.JPG,phemu_20170510_144610_20170510_163153,CAM_3671510201,-96.6198473887,39.1329267827,15:06:09,2017-05-10,AWNED,NORRIS,1
17ASH10020,3671509273_20170510_100718_IMG_0031.JPG,phemu_20170510_144610_20170510_163153,CAM_3671509273,-96.6198472694,39.1329296363,15:06:08,2017-05-10,AWNED,NORRIS,1
17ASH10020,3671510201_20170510_100732_IMG_0033.JPG,phemu_20170510_144610_20170510_163153,CAM_3671510201,-96.6198472671,39.1329307354,15:06:08,2017-05-10,AWNED,NORRIS,1
